10000 29917
Sommets du graphe
6681 0.916778 0.289294 sommet6681
6682 0.171504 0.465150 sommet6682
6683 0.776595 0.227110 sommet6683
6684 0.044531 0.439809 sommet6684
6685 0.869008 0.409911 sommet6685
6686 0.365809 0.149293 sommet6686
6687 0.161087 0.394059 sommet6687
6688 0.956958 0.600065 sommet6688
6689 0.287285 0.392448 sommet6689
6690 0.873870 0.136498 sommet6690
6691 0.114671 0.280128 sommet6691
6692 0.110943 0.623883 sommet6692
6693 0.596618 0.358323 sommet6693
6694 0.332917 0.335023 sommet6694
6695 0.725481 0.158113 sommet6695
6696 0.400418 0.823119 sommet6696
6697 0.165102 0.876678 sommet6697
6698 0.326014 0.311321 sommet6698
6699 0.372990 0.848483 sommet6699
6700 0.451290 0.834379 sommet6700
6701 0.412197 0.801969 sommet6701
6702 0.696020 0.014973 sommet6702
6703 0.643450 0.464286 sommet6703
6704 0.249632 0.572422 sommet6704
6705 0.692107 0.245538 sommet6705
6706 0.764682 0.002452 sommet6706
6707 0.219155 0.331889 sommet6707
6708 0.061615 0.567101 sommet6708
6709 0.274813 0.784553 sommet6709
6710 0.974306 0.162060 sommet6710
6711 0.739212 0.944437 sommet6711
6712 0.158520 0.245603 sommet6712
6713 0.850301 0.003659 sommet6713
6714 0.500212 0.067639 sommet6714
6715 0.803418 0.052715 sommet6715
6716 0.974662 0.146023 sommet6716
6717 0.216649 0.217734 sommet6717
6718 0.462887 0.747656 sommet6718
6719 0.854575 0.846771 sommet6719
6720 0.674083 0.306577 sommet6720
6721 0.644726 0.906143 sommet6721
6722 0.538582 0.940008 sommet6722
6723 0.706637 0.449273 sommet6723
6724 0.933709 0.855228 sommet6724
6725 0.810770 0.619181 sommet6725
6726 0.580467 0.907788 sommet6726
6727 0.192869 0.557504 sommet6727
6728 0.978085 0.682821 sommet6728
6729 0.180692 0.885097 sommet6729
6730 0.833094 0.803482 sommet6730
6731 0.127377 0.822965 sommet6731
6732 0.579630 0.842214 sommet6732
6733 0.085405 0.405640 sommet6733
6734 0.585042 0.805443 sommet6734
6735 0.074145 0.159703 sommet6735
6736 0.127344 0.265024 sommet6736
6737 0.250713 0.738794 sommet6737
6738 0.917500 0.429285 sommet6738
6739 0.984649 0.994753 sommet6739
6740 0.808480 0.118931 sommet6740
6741 0.870792 0.401919 sommet6741
6742 0.057549 0.219270 sommet6742
6743 0.271741 0.149322 sommet6743
6744 0.657866 0.755162 sommet6744
6745 0.004785 0.417189 sommet6745
6746 0.687679 0.826800 sommet6746
6747 0.030884 0.074401 sommet6747
6748 0.454032 0.911698 sommet6748
6749 0.905312 0.578100 sommet6749
6750 0.121962 0.823039 sommet6750
6751 0.810201 0.054795 sommet6751
6752 0.932635 0.800482 sommet6752
6753 0.708850 0.634146 sommet6753
6754 0.087331 0.774595 sommet6754
6755 0.618419 0.767824 sommet6755
6756 0.816365 0.652640 sommet6756
6757 0.922731 0.340511 sommet6757
6758 0.971374 0.874952 sommet6758
6759 0.310736 0.535542 sommet6759
6760 0.847223 0.274293 sommet6760
6761 0.047256 0.239925 sommet6761
6762 0.425204 0.401134 sommet6762
6763 0.862728 0.874577 sommet6763
6764 0.012418 0.711307 sommet6764
6765 0.930554 0.828727 sommet6765
6766 0.416346 0.520973 sommet6766
6767 0.988038 0.947046 sommet6767
6768 0.004353 0.158411 sommet6768
6769 0.414546 0.269387 sommet6769
6770 0.582478 0.715347 sommet6770
6771 0.844774 0.112185 sommet6771
6772 0.494305 0.785504 sommet6772
6773 0.958914 0.466715 sommet6773
6774 0.071685 0.808478 sommet6774
6775 0.095280 0.363596 sommet6775
6776 0.962636 0.016850 sommet6776
6777 0.196679 0.577080 sommet6777
6778 0.980492 0.128692 sommet6778
6779 0.921423 0.362853 sommet6779
6780 0.473910 0.011403 sommet6780
6781 0.649524 0.553966 sommet6781
6782 0.513340 0.700047 sommet6782
6783 0.698259 0.641393 sommet6783
6784 0.896003 0.124721 sommet6784
6785 0.180424 0.383065 sommet6785
6786 0.167380 0.153548 sommet6786
6787 0.684139 0.330084 sommet6787
6788 0.716246 0.944227 sommet6788
6789 0.624539 0.620443 sommet6789
6790 0.778274 0.453889 sommet6790
6791 0.519693 0.484971 sommet6791
6792 0.901056 0.047542 sommet6792
6793 0.041199 0.438247 sommet6793
6794 0.620562 0.793760 sommet6794
6795 0.722781 0.780292 sommet6795
6796 0.360194 0.783871 sommet6796
6797 0.512001 0.205990 sommet6797
6798 0.074459 0.427476 sommet6798
6799 0.581787 0.095287 sommet6799
6800 0.481508 0.710952 sommet6800
6801 0.966634 0.219566 sommet6801
6802 0.248279 0.819593 sommet6802
6803 0.902880 0.697248 sommet6803
6804 0.642504 0.557081 sommet6804
6805 0.853702 0.176586 sommet6805
6806 0.877871 0.376757 sommet6806
6807 0.153041 0.161372 sommet6807
6808 0.178014 0.876877 sommet6808
6809 0.664915 0.225574 sommet6809
6810 0.226756 0.085064 sommet6810
6811 0.675649 0.640369 sommet6811
6812 0.680456 0.425209 sommet6812
6813 0.487271 0.567625 sommet6813
6814 0.066753 0.915770 sommet6814
6815 0.347522 0.795359 sommet6815
6816 0.601773 0.001419 sommet6816
6817 0.857215 0.218050 sommet6817
6818 0.770911 0.700944 sommet6818
6819 0.763010 0.915194 sommet6819
6820 0.668142 0.462806 sommet6820
6821 0.385469 0.571011 sommet6821
6822 0.984837 0.159971 sommet6822
6823 0.636138 0.579386 sommet6823
6824 0.743646 0.455746 sommet6824
6825 0.721275 0.473406 sommet6825
6826 0.529184 0.994735 sommet6826
6827 0.505771 0.500361 sommet6827
6828 0.568140 0.732117 sommet6828
6829 0.686340 0.315861 sommet6829
6830 0.680075 0.019803 sommet6830
6831 0.831481 0.703333 sommet6831
6832 0.911432 0.430750 sommet6832
6833 0.610022 0.646709 sommet6833
6834 0.241764 0.330323 sommet6834
6835 0.738154 0.161252 sommet6835
6836 0.154772 0.254037 sommet6836
6837 0.599442 0.828070 sommet6837
6838 0.371609 0.632052 sommet6838
6839 0.889644 0.249223 sommet6839
6840 0.690805 0.356522 sommet6840
6841 0.064207 0.124783 sommet6841
6842 0.229337 0.472045 sommet6842
6843 0.659476 0.820179 sommet6843
6844 0.747599 0.897113 sommet6844
6845 0.776845 0.430176 sommet6845
6846 0.966738 0.966435 sommet6846
6847 0.877206 0.194323 sommet6847
6848 0.988275 0.942940 sommet6848
6849 0.989770 0.056554 sommet6849
6850 0.495102 0.172258 sommet6850
6851 0.136324 0.190959 sommet6851
6852 0.445536 0.119520 sommet6852
6853 0.776800 0.674203 sommet6853
6854 0.337168 0.781548 sommet6854
6855 0.485013 0.608560 sommet6855
6856 0.063590 0.762326 sommet6856
6857 0.410173 0.778825 sommet6857
6858 0.704204 0.556087 sommet6858
6859 0.150696 0.755282 sommet6859
6860 0.021664 0.099806 sommet6860
6861 0.446025 0.341747 sommet6861
6862 0.746267 0.513595 sommet6862
6863 0.992764 0.385829 sommet6863
6864 0.626985 0.741462 sommet6864
6865 0.757838 0.980370 sommet6865
6866 0.072791 0.391394 sommet6866
6867 0.156371 0.129406 sommet6867
6868 0.918574 0.479827 sommet6868
6869 0.450778 0.219730 sommet6869
6870 0.006495 0.156117 sommet6870
6871 0.864159 0.928641 sommet6871
6872 0.668916 0.467281 sommet6872
6873 0.599616 0.753293 sommet6873
6874 0.592994 0.455302 sommet6874
6875 0.256203 0.995714 sommet6875
6876 0.971083 0.987501 sommet6876
6877 0.935107 0.345911 sommet6877
6878 0.719589 0.126038 sommet6878
6879 0.319782 0.582769 sommet6879
6880 0.592490 0.985135 sommet6880
6881 0.169607 0.579716 sommet6881
6882 0.279307 0.317140 sommet6882
6883 0.166112 0.839566 sommet6883
6884 0.591111 0.797857 sommet6884
6885 0.586221 0.624384 sommet6885
6886 0.029656 0.429652 sommet6886
6887 0.157267 0.190572 sommet6887
6888 0.948068 0.184728 sommet6888
6889 0.727103 0.417380 sommet6889
6890 0.911134 0.427141 sommet6890
6891 0.950542 0.762886 sommet6891
6892 0.828872 0.850730 sommet6892
6893 0.218437 0.267901 sommet6893
6894 0.611931 0.720783 sommet6894
6895 0.194359 0.595375 sommet6895
6896 0.460704 0.050218 sommet6896
6897 0.005937 0.782475 sommet6897
6898 0.055300 0.434248 sommet6898
6899 0.405911 0.147033 sommet6899
6900 0.182151 0.416453 sommet6900
6901 0.321601 0.150031 sommet6901
6902 0.574734 0.557505 sommet6902
6903 0.982257 0.792463 sommet6903
6904 0.918328 0.345618 sommet6904
6905 0.798031 0.508729 sommet6905
6906 0.202157 0.657859 sommet6906
6907 0.644614 0.033527 sommet6907
6908 0.492013 0.254566 sommet6908
6909 0.489572 0.232378 sommet6909
6910 0.569197 0.489906 sommet6910
6911 0.849965 0.368157 sommet6911
6912 0.611255 0.365707 sommet6912
6913 0.437525 0.479140 sommet6913
6914 0.909200 0.917404 sommet6914
6915 0.815432 0.971969 sommet6915
6916 0.888079 0.940726 sommet6916
6917 0.785206 0.953857 sommet6917
6918 0.472744 0.400877 sommet6918
6919 0.545312 0.053748 sommet6919
6920 0.336429 0.366031 sommet6920
6921 0.884036 0.993589 sommet6921
6922 0.253811 0.799912 sommet6922
6923 0.125758 0.611000 sommet6923
6924 0.083306 0.116760 sommet6924
6925 0.381363 0.564614 sommet6925
6926 0.471506 0.603694 sommet6926
6927 0.287048 0.407762 sommet6927
6928 0.250566 0.265176 sommet6928
6929 0.821104 0.299941 sommet6929
6930 0.106653 0.516162 sommet6930
6931 0.130131 0.103441 sommet6931
6932 0.530649 0.621298 sommet6932
6933 0.151472 0.785654 sommet6933
6934 0.494352 0.580099 sommet6934
6935 0.727469 0.563866 sommet6935
6936 0.902279 0.600558 sommet6936
6937 0.583549 0.709391 sommet6937
6938 0.739610 0.622342 sommet6938
6939 0.697018 0.776003 sommet6939
6940 0.285915 0.378352 sommet6940
6941 0.958661 0.215736 sommet6941
6942 0.875139 0.466070 sommet6942
6943 0.230974 0.978156 sommet6943
6944 0.872030 0.216062 sommet6944
6945 0.358200 0.261989 sommet6945
6946 0.252440 0.756780 sommet6946
6947 0.205355 0.394493 sommet6947
6948 0.251784 0.736251 sommet6948
6949 0.162812 0.383362 sommet6949
6950 0.158819 0.271768 sommet6950
6951 0.601686 0.542021 sommet6951
6952 0.742785 0.982410 sommet6952
6953 0.363511 0.528649 sommet6953
6954 0.005617 0.411519 sommet6954
6955 0.406658 0.703417 sommet6955
6956 0.331777 0.171617 sommet6956
6957 0.375105 0.389951 sommet6957
6958 0.905544 0.481376 sommet6958
6959 0.489194 0.887798 sommet6959
6960 0.225096 0.190178 sommet6960
6961 0.323469 0.550106 sommet6961
6962 0.624552 0.847814 sommet6962
6963 0.214095 0.299710 sommet6963
6964 0.223326 0.438752 sommet6964
6965 0.103337 0.787732 sommet6965
6966 0.418954 0.357430 sommet6966
6967 0.318575 0.296115 sommet6967
6968 0.807222 0.985527 sommet6968
6969 0.749149 0.951292 sommet6969
6970 0.362018 0.437896 sommet6970
6971 0.722165 0.418961 sommet6971
6972 0.482471 0.897817 sommet6972
6973 0.602348 0.660380 sommet6973
6974 0.007679 0.060069 sommet6974
6975 0.583125 0.583599 sommet6975
6976 0.556572 0.310563 sommet6976
6977 0.631653 0.197848 sommet6977
6978 0.231151 0.960958 sommet6978
6979 0.816923 0.027668 sommet6979
6980 0.013779 0.577046 sommet6980
6981 0.415452 0.495001 sommet6981
6982 0.483977 0.199279 sommet6982
6983 0.277671 0.815028 sommet6983
6984 0.169367 0.558003 sommet6984
6985 0.350727 0.677039 sommet6985
6986 0.998771 0.337579 sommet6986
6987 0.690910 0.122057 sommet6987
6988 0.410759 0.618206 sommet6988
6989 0.195298 0.367598 sommet6989
6990 0.224402 0.521062 sommet6990
6991 0.481348 0.014713 sommet6991
6992 0.277854 0.896833 sommet6992
6993 0.067280 0.776934 sommet6993
6994 0.930475 0.497650 sommet6994
6995 0.995489 0.190195 sommet6995
6996 0.608201 0.026376 sommet6996
6997 0.301779 0.998264 sommet6997
6998 0.818960 0.253868 sommet6998
6999 0.753508 0.216016 sommet6999
7000 0.585878 0.849980 sommet7000
7001 0.608035 0.244462 sommet7001
7002 0.668832 0.064068 sommet7002
7003 0.794967 0.008261 sommet7003
7004 0.834891 0.019004 sommet7004
7005 0.406808 0.225339 sommet7005
7006 0.279401 0.897010 sommet7006
7007 0.041715 0.107931 sommet7007
7008 0.999991 0.856237 sommet7008
7009 0.782370 0.285837 sommet7009
7010 0.055727 0.598616 sommet7010
7011 0.938706 0.837445 sommet7011
7012 0.934016 0.004321 sommet7012
7013 0.626194 0.450339 sommet7013
7014 0.840661 0.997557 sommet7014
7015 0.944902 0.963226 sommet7015
7016 0.937149 0.656964 sommet7016
7017 0.592017 0.037911 sommet7017
7018 0.174939 0.200135 sommet7018
7019 0.672047 0.088047 sommet7019
7020 0.812028 0.760388 sommet7020
7021 0.845285 0.696922 sommet7021
7022 0.162582 0.507814 sommet7022
7023 0.829971 0.316665 sommet7023
7024 0.184209 0.000959 sommet7024
7025 0.124348 0.911862 sommet7025
7026 0.665500 0.062146 sommet7026
7027 0.495784 0.634265 sommet7027
7028 0.093957 0.142710 sommet7028
7029 0.533793 0.451098 sommet7029
7030 0.606667 0.255300 sommet7030
7031 0.833016 0.501863 sommet7031
7032 0.814755 0.590621 sommet7032
7033 0.558890 0.257425 sommet7033
7034 0.545209 0.321428 sommet7034
7035 0.236250 0.661595 sommet7035
7036 0.429236 0.162191 sommet7036
7037 0.951672 0.756381 sommet7037
7038 0.493867 0.427347 sommet7038
7039 0.418946 0.232920 sommet7039
7040 0.683904 0.371044 sommet7040
7041 0.142274 0.191547 sommet7041
7042 0.327454 0.518492 sommet7042
7043 0.303237 0.511376 sommet7043
7044 0.692883 0.284411 sommet7044
7045 0.087408 0.070125 sommet7045
7046 0.594641 0.139228 sommet7046
7047 0.007303 0.744518 sommet7047
7048 0.112681 0.824012 sommet7048
7049 0.163416 0.526195 sommet7049
7050 0.764572 0.168437 sommet7050
7051 0.916957 0.291897 sommet7051
7052 0.907001 0.958221 sommet7052
7053 0.817007 0.443278 sommet7053
7054 0.174285 0.200909 sommet7054
7055 0.675364 0.834603 sommet7055
7056 0.164722 0.488326 sommet7056
7057 0.291064 0.911026 sommet7057
7058 0.616306 0.263273 sommet7058
7059 0.825858 0.195948 sommet7059
7060 0.298406 0.317741 sommet7060
7061 0.272780 0.609201 sommet7061
7062 0.835586 0.690868 sommet7062
7063 0.418693 0.978200 sommet7063
7064 0.612295 0.849292 sommet7064
7065 0.043205 0.143367 sommet7065
7066 0.574358 0.230378 sommet7066
7067 0.967424 0.492603 sommet7067
7068 0.181627 0.598506 sommet7068
7069 0.090314 0.900330 sommet7069
7070 0.847046 0.309414 sommet7070
7071 0.323899 0.764508 sommet7071
7072 0.078427 0.123051 sommet7072
7073 0.116253 0.868527 sommet7073
7074 0.333997 0.495291 sommet7074
7075 0.351399 0.969707 sommet7075
7076 0.873282 0.256974 sommet7076
7077 0.966262 0.968919 sommet7077
7078 0.620711 0.294942 sommet7078
7079 0.095267 0.151580 sommet7079
7080 0.603955 0.668672 sommet7080
7081 0.364605 0.912618 sommet7081
7082 0.376134 0.690038 sommet7082
7083 0.476243 0.223219 sommet7083
7084 0.643359 0.940124 sommet7084
7085 0.660005 0.702740 sommet7085
7086 0.954865 0.424354 sommet7086
7087 0.120022 0.204579 sommet7087
7088 0.352139 0.394742 sommet7088
7089 0.424209 0.688017 sommet7089
7090 0.494602 0.776293 sommet7090
7091 0.159497 0.669020 sommet7091
7092 0.215661 0.615336 sommet7092
7093 0.959850 0.197865 sommet7093
7094 0.525071 0.862591 sommet7094
7095 0.574798 0.633372 sommet7095
7096 0.087380 0.589289 sommet7096
7097 0.176014 0.259443 sommet7097
7098 0.460498 0.590986 sommet7098
7099 0.698191 0.496881 sommet7099
7100 0.072941 0.913614 sommet7100
7101 0.102432 0.567800 sommet7101
7102 0.013890 0.442962 sommet7102
7103 0.865674 0.382287 sommet7103
7104 0.096529 0.367419 sommet7104
7105 0.213120 0.910158 sommet7105
7106 0.021975 0.331304 sommet7106
7107 0.222820 0.941342 sommet7107
7108 0.133701 0.109607 sommet7108
7109 0.166069 0.124314 sommet7109
7110 0.352652 0.027462 sommet7110
7111 0.550665 0.026557 sommet7111
7112 0.349618 0.022176 sommet7112
7113 0.710793 0.292043 sommet7113
7114 0.364308 0.929866 sommet7114
7115 0.264860 0.494399 sommet7115
7116 0.365953 0.568314 sommet7116
7117 0.649873 0.420675 sommet7117
7118 0.291634 0.494407 sommet7118
7119 0.506350 0.224695 sommet7119
7120 0.453748 0.145392 sommet7120
7121 0.603106 0.403251 sommet7121
7122 0.439720 0.378851 sommet7122
7123 0.351972 0.601252 sommet7123
7124 0.246874 0.213550 sommet7124
7125 0.127064 0.567942 sommet7125
7126 0.400244 0.893021 sommet7126
7127 0.995675 0.311312 sommet7127
7128 0.220423 0.650841 sommet7128
7129 0.681139 0.908708 sommet7129
7130 0.647671 0.411591 sommet7130
7131 0.608272 0.226182 sommet7131
7132 0.439315 0.560972 sommet7132
7133 0.260134 0.069665 sommet7133
7134 0.853650 0.296816 sommet7134
7135 0.583568 0.026884 sommet7135
7136 0.833061 0.263447 sommet7136
7137 0.756919 0.544523 sommet7137
7138 0.803227 0.837298 sommet7138
7139 0.463630 0.233032 sommet7139
7140 0.561849 0.994847 sommet7140
7141 0.394940 0.749352 sommet7141
7142 0.358838 0.994211 sommet7142
7143 0.705943 0.779053 sommet7143
7144 0.544760 0.779484 sommet7144
7145 0.794404 0.548019 sommet7145
7146 0.560406 0.751721 sommet7146
7147 0.180094 0.835609 sommet7147
7148 0.078539 0.011491 sommet7148
7149 0.132230 0.387930 sommet7149
7150 0.941630 0.967540 sommet7150
7151 0.451387 0.459243 sommet7151
7152 0.498545 0.045331 sommet7152
7153 0.884510 0.952201 sommet7153
7154 0.635960 0.585236 sommet7154
7155 0.068960 0.016423 sommet7155
7156 0.023005 0.645854 sommet7156
7157 0.875352 0.041820 sommet7157
7158 0.873310 0.715787 sommet7158
7159 0.237554 0.575327 sommet7159
7160 0.526045 0.241468 sommet7160
7161 0.358606 0.095161 sommet7161
7162 0.369117 0.741167 sommet7162
7163 0.800936 0.338409 sommet7163
7164 0.641530 0.202489 sommet7164
7165 0.231651 0.358112 sommet7165
7166 0.787493 0.401616 sommet7166
7167 0.958473 0.061850 sommet7167
7168 0.514198 0.122121 sommet7168
7169 0.483511 0.371289 sommet7169
7170 0.261206 0.082531 sommet7170
7171 0.096867 0.037772 sommet7171
7172 0.839848 0.322589 sommet7172
7173 0.756906 0.317386 sommet7173
7174 0.313540 0.659637 sommet7174
7175 0.519502 0.262267 sommet7175
7176 0.928343 0.665995 sommet7176
7177 0.383127 0.209062 sommet7177
7178 0.701612 0.996918 sommet7178
7179 0.203993 0.502778 sommet7179
7180 0.192968 0.215912 sommet7180
7181 0.835393 0.450595 sommet7181
7182 0.143646 0.262705 sommet7182
7183 0.284676 0.557658 sommet7183
7184 0.560881 0.731362 sommet7184
7185 0.004280 0.932434 sommet7185
7186 0.414646 0.962481 sommet7186
7187 0.415263 0.325909 sommet7187
7188 0.545113 0.714189 sommet7188
7189 0.373002 0.041419 sommet7189
7190 0.120844 0.016782 sommet7190
7191 0.055250 0.579906 sommet7191
7192 0.477882 0.758851 sommet7192
7193 0.016450 0.479282 sommet7193
7194 0.298903 0.665636 sommet7194
7195 0.344511 0.203251 sommet7195
7196 0.036350 0.938680 sommet7196
7197 0.388321 0.506505 sommet7197
7198 0.837302 0.529724 sommet7198
7199 0.069652 0.648795 sommet7199
7200 0.295211 0.614260 sommet7200
7201 0.859681 0.650622 sommet7201
7202 0.006745 0.364090 sommet7202
7203 0.260559 0.219804 sommet7203
7204 0.250747 0.296752 sommet7204
7205 0.509493 0.043914 sommet7205
7206 0.069854 0.036642 sommet7206
7207 0.846791 0.023710 sommet7207
7208 0.494187 0.801284 sommet7208
7209 0.183486 0.849378 sommet7209
7210 0.503738 0.330777 sommet7210
7211 0.372770 0.142047 sommet7211
7212 0.390968 0.999078 sommet7212
7213 0.506771 0.295374 sommet7213
7214 0.347682 0.484492 sommet7214
7215 0.854241 0.234520 sommet7215
7216 0.583894 0.508058 sommet7216
7217 0.928374 0.184031 sommet7217
7218 0.000862 0.480943 sommet7218
7219 0.212494 0.393130 sommet7219
7220 0.331495 0.432970 sommet7220
7221 0.927442 0.524311 sommet7221
7222 0.092868 0.836606 sommet7222
7223 0.832730 0.689930 sommet7223
7224 0.647244 0.236743 sommet7224
7225 0.946378 0.780244 sommet7225
7226 0.554923 0.597773 sommet7226
7227 0.769190 0.776616 sommet7227
7228 0.587867 0.278876 sommet7228
7229 0.067136 0.346839 sommet7229
7230 0.315719 0.289503 sommet7230
7231 0.670877 0.430211 sommet7231
7232 0.561886 0.625997 sommet7232
7233 0.128327 0.784955 sommet7233
7234 0.740077 0.475305 sommet7234
7235 0.450565 0.645083 sommet7235
7236 0.910987 0.958837 sommet7236
7237 0.168304 0.689556 sommet7237
7238 0.374316 0.121093 sommet7238
7239 0.213375 0.195705 sommet7239
7240 0.220931 0.182421 sommet7240
7241 0.944759 0.559670 sommet7241
7242 0.367032 0.706465 sommet7242
7243 0.550002 0.891630 sommet7243
7244 0.619226 0.328050 sommet7244
7245 0.528849 0.368851 sommet7245
7246 0.276756 0.437370 sommet7246
7247 0.883259 0.929477 sommet7247
7248 0.721717 0.905075 sommet7248
7249 0.603595 0.629321 sommet7249
7250 0.994242 0.220456 sommet7250
7251 0.204783 0.794246 sommet7251
7252 0.897807 0.445359 sommet7252
7253 0.143888 0.320521 sommet7253
7254 0.997073 0.805110 sommet7254
7255 0.481281 0.888616 sommet7255
7256 0.963207 0.625049 sommet7256
7257 0.193048 0.562979 sommet7257
7258 0.987950 0.483045 sommet7258
7259 0.545703 0.626841 sommet7259
7260 0.320868 0.829956 sommet7260
7261 0.077084 0.549438 sommet7261
7262 0.410836 0.926509 sommet7262
7263 0.841190 0.886888 sommet7263
7264 0.932355 0.089071 sommet7264
7265 0.012690 0.275027 sommet7265
7266 0.377114 0.159811 sommet7266
7267 0.939923 0.285220 sommet7267
7268 0.687728 0.650698 sommet7268
